Curso,"Categoría
Local, Autonómica, Nacional, Universidad",CCAA,Provincia,Localidad,Convocante,Plazas,Boletín,Publicación,"Instancias
00/00/00-00/00/00","Tipo
Oposición/Concurso-Oposición/Bolsa","¿Bolsa?
SI/NO",ID,Material,Activa/inactiva,"Simulacro
SI/NO ",Fecha simulacro,Inscritos,Enlace general sgto,"Sgto especial
SI/NO",Fecha última revisión,Estado,"Listas provisionales
Fecha",LP publicadas en,LP enlace si hay,"Listas definitivas
Fecha",LD publicadas en,LD enlace si hay,Tipo ejercicio 1,Fecha ejercicio 1,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 2,Fecha ejercicio 2,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 3,Fecha ejercicio 3,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 4,Fecha ejercicio 4,Listas aprobados,Enlace si hay,Aprobados,Entran en bolsa,Obtiene plaza
tbs,Local,País Vasco,Guipúzcoa,Usurbil,Ayuntamiento de Usurbil,1,BOP de 29/12/2022,BOE nº 55 de 06/03/2023,15/3/2023,concurso-oposicion,si,90378,M185100,,,,6,https://uzt.gipuzkoa.eus/WAS/CORP/LLEHautaketaProzesuakWEB/concursosAytos/73?idioma=eu,https://uzt.gipuzkoa.eus/WAS/CORP/LLEHautaketaProzesuakWEB/concursosAytos/5584/0/73/ver,11/6/2024,2º examen 05/07/2024 / Notas  1º examen 31/05/2024,,,,8/5/2024,boletín,https://ssl7.gipuzkoa.net/convocatorias/seleccion/apuntes/CE005584-20240508080017.pdf,test,31/5/2024,,https://ssl7.gipuzkoa.net/convocatorias/seleccion/apuntes/CE005584-20240603124620.pdf,0,practico,5/7/2024,,,,,,,,,,,,,,,
TSS,Autonómica,Canarias,,,Servicio Canario de Salud,54,BOC de 29/12/2022,BOC de 29/12/2022,13/4/2023,concurso-oposicion,si,87914,M188241,,,,,https://www3.gobiernodecanarias.org/sanidad/scs/contenidoGenerico.jsp?idDocument=e2b6e2bd-b80f-11ed-9a46-15539a1f9a55&idCarpeta=b8cf85ba-fc1a-11dd-a72f-93771b0e33f6,https://www.gobiernodecanarias.org/administracionespublicas/funcionpublica/acceso/convocatorias-en-curso/Proceso-de-Estabilizacion-de-Personal/personal-laboral-larga-duracion/TRABAJADOR-A-SOCIAL-Turno-Libre/,6/6/2024, BATERÍA /convocatoria,,,,,,,test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,El Castillo de las guardas,Ayuntamiento de El Castillo de las Guardas,1,BOP de 08/03/2023,BOE nº 81 de 05/04/2022,19/4/2023,concurso-oposicion,si,90048,M188900,,,,,https://elcastillodelasguardas.sedelectronica.es/transparency/de55f4b6-dddd-43cd-8f79-2ab575e3dc6f/,,7/6/2024,convocatoria,,,,,,,test,,,,,practico,,,,,,,,,,,,,,,,
TBS,Local,Madrid,Madrid,,Mancomunidad Sierra Oeste,6 (1),BOE nº 70 de 23/03/2023,BOE nº 70 de 23/03/2023,27/4/2023,concurso oposición,,89916,M189764,,,corregir el LP publicado,,https://mancomunidadsierraoeste.org/resolucion-aprobacion-convocatoria-procesos-selectivo-estabilizacion-empleo,,13/5/2024,LP,30/5/2023,web,https://mancomunidadsierraoeste.org/wp-content/uploads/2023/06/RELACION-PROVISIONAL-ADMITIDOS-T.SOCIAL-CSS-CONCURSO-OPOSICION.pdf,,,,preguntas cortas,22/0,,,,práctico,,,,,,,,,,,,,,,,
TBS,Local,Ceuta,Ceuta,Ceuta,Ayuntamiento Ceuta,5,BOCCE 22/7/2022,BOCCE 22/7/2022,19/09/2022-17/10/2022,Oposicicón,no,82822,M161640,,,,,https://www.ceuta.es/ceuta/por-servicios/tablon,https://www.ceuta.es/ceuta/component/jdownloads/viewcategory/1923-2024?Itemid=534,6/3/2024,"1º enlace último no sale nada, mirar 2º BOCCE / LP",30/12/2022,BOCCE,https://www.ceuta.es/ceuta/component/jdownloads/finish/1893-diciembre/21576-bocce-6265-30-12-2022?Itemid=534,,,,,,,,,,,,,,,,,,,,,,,,,
TBS,local,Madrid,Madrid,Arganda del Rey,Ayuntamiento Arganda del Rey,1,BOCM de 27/12/2022,BOE nº 75 de 29/03/2023,30/03/2023 - 28/04/2023,concurso-oposicion,si,91335,M190603,,,,,https://sedeelectronica.ayto-arganda.es/portalArganda/sede/se_contenedor1.jsp?seccion=s_fdes_d4_v4.jsp&contenido=35024&nivel=1400&tipo=6&codResi=1&language=es&codMenuPN=412&codMenu=422,,7/6/2024,LD,2/11/2023,web,https://sedeelectronica.ayto-arganda.es/portalArganda/sede/RecursosWeb/DOCUMENTOS/1/0_22705_1.pdf,30/11/2023,,,teorica + practica,,,,,,,,,,,,,,,,,,,,,
TBS,local,C. Valenciana,Alicante,Elda,Instituto Municipal de Servicios Sociales Elda,2,BOP DE 29/12/202https://www.boe.es/boe/dias/2023/05/08/pdfs/BOE-A-2023-10940.pdf,,,,si,93164,M191200,,,,8,https://www.elda.es/servicios-sociales/recursos-humanos/,,5/6/2024,3º examen 03/06/2024 / Notas 2º examen 25/03/2024 / Notas 1º examen 05/02/2024,30/10/2023,boletín,https://uzt.gipuzkoa.eus/WAS/CORP/LLEHautaketaProzesuakWEB/concursosAytos/6274/0/36/ver,15/1/2024,,,test,5/2/2024,11/3/2024,https://www.elda.es/wp-content/uploads/2024/03/30_ANUN_N2_CALIF_DEFINIT_APERT_MATRICES_Y_FECHA_EJ_2.pdf,3,desarrollo,25/3/2024,10/5/2024,https://www.elda.es/wp-content/uploads/2024/05/34_ANUN_N4_CALIF_DEFIN_2EJERC_Y_FECHA_3EJERC.pdf,0,practico,3/6/2024,,,,,,,,,,
TBS,Local,Cataluña,Barcelona,Barcelona,Ayuntamiento Barcelona,11,DOGC 11/05/2023,DOGC 11/05/2023,15/05/2023-31/05/2023,concurso-oposicion,no,93280,M192542,,,,13,https://cido.diba.cat/oposicions/15368373/11-places-de-tecnic-mitja-en-treball-social-ajuntament-de-barcelona,,7/6/2024,Resultados definitivos prueba práctica 16/12/2023 / Designación tribunal calificador/ convocatoria,18/9/2023,,https://ajuntament.barcelona.cat/seuelectronica/estatics/files/convocatories/98_2023_Anunci_DOGC_llista_provisional_A1_A2_C1.pdf,,,,1º prueba práctica,16/12/2023,12/3/2024,https://ajuntament.barcelona.cat/seuelectronica/estatics/files/convocatories/Anunci_resultats_provisionals_OPO_TM_Treball_Social.pdf,8,2º test conocimientos,,,,,,,,,,,,,,,,
TBS,Local ,Canarias,Las Palmas,La Oliva ,Ayuntamiento La Oliva ,1,Boe 19/04/2023,BOE 19/04/2023,20/04/2023-18/05/2023,concurso-oposicion,,92237,M192782,,,Resultado,,https://laoliva.sedelectronica.es/board/9753e838-f59b-11de-b600-00237da12c6a/,,7/5/2024,LD y examen único 28/02/2024,13/9/2023,web,,22/1/2024,,º,Test única,28/2/2024,,,,NA,,,,,NA,,,,,NA,,,,,,
tbs,local,Andalucía,Málaga,Málaga,Ayuntamiento de Málaga,1,BOE 17/05/2023,BOE 17/05/2023,18/05/2023-14/06/2023,concurso-oposicion,no,93454,M193380,,,,,https://www.malaga.eu/el-ayuntamiento/ofertas-de-empleo-publico/ayuntamiento-de-malaga/detalle-de-la-convocatoria/index.html?id=318,,11/6/2024,LD y sesión concurso 20/12,17/7/2023,web,https://www.malaga.eu/visorcontenido/OEPDocumentDisplayer/2326/documento,,,,test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Autonómica,Canarias,,,Gobierno de Canarias,10,BOC 15/12/2022,BOC 15/12/2022,16/11/2022-16/01/2023,concurso-oposicion,si,86414,M169740,,si,,38,www.gobiernodecanarias.org/administracionespublicas/funcionpublica/acceso/convocatorias-en-curso/2022/TRABAJADOR-SOCIAL-Turno-Libre/,,11/6/2024,Calificaciones fase oposición / Notas 4º examen voluntario de idiomas 09/05/2024 / Notas 3º examen 01/03/2024 / Notas 2º examen / Lecturas 2º examen yp or fin se ven las notas 1º examen (daba error los enlaces NOTAS 1º EXAMEN/ 2º examen 21/10/2023 / Plantilla de respuestas y convo. Determinados aspirantes/Convocatoria primer ejericico un aspirante concreto 5/9/23/Plantilla de respuesta primer ejercicio/LD / LP y examen 22/07/2023,25/5/2023,web,https://www.gobiernodecanarias.org/administracionespublicas/funcionpublica/acceso/convocatorias-en-curso/2022/TRABAJADOR-SOCIAL-Turno-Libre/,7/7/2023,,,Tes general,22/7/2023,,,1,Desarrollo específcio (lecturas tb),21/10/2023,2/2/2024,,1,Caso,1/3/2024,17/4/2024,,1,4º idiomas,9/5/2024,,,1,,
TBS,Local,País Vasco,Guipúzcoa,Hondarribia,Ayuntamiento Hondarribia,1,BOE 27/05/2023,BOE 27/05/2023,28/05/2023-16/06/2023,concurso-oposición,si,93846,M194961,,no,,7,www.hondarribia.eus/es/-/gizarte-langilea-plaza-bat-lehiaketa-oposizioa-egonkortze-prozesua-,https://uzt.gipuzkoa.eus/WAS/CORP/LLEHautaketaProzesuakWEB/concursosAytos/6256/0/36/ver,10/6/2024,Resultados prov. 1º examen 14/05/2024,13/7/2023,web,https://ssl7.gipuzkoa.net/convocatorias/seleccion/apuntes/CP006274-20230714074346.pdf,18/1/2024,,,Test,14/5/2024,22/5/2024,https://ssl7.gipuzkoa.net/convocatorias/seleccion/apuntes/CP006274-20240522112146.pdf,3,Euskera,,,,,,,,,,,,,,,,
TBS,Local,Castilla y León,León,León,Ayuntamiento León,9,BOE 26/05/2023,Boe 26/05/2023,29/05/2023-23/06/2023,Oposición,si,93807,M195961,,si,,,https://sede.aytoleon.es/eAdmin/Tablon.do?action=inicioTablon,,3/6/2024,Nombran Tribunal 13/05/2024 / LD,20/11/2023,,,21/12/2023,web,,Test parte general,,,,,Desarrollo parte específica,,,,,Caso práctico,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,La Algaba,Ayuntamiento La Algaba,1,BOE 09/06/2023,BOE 09/06/2023,12/06/2023-07/07/2023,concurso-oposición,si,94339,M196580,,no,,,https://www.laalgaba.es/es/actualidad/tablon-de-anuncios/Proceso-de-estabilizacion-plaza-Trabajador-a-Social/?urlBack=,https://laalgaba.sedelectronica.es/board/,11/6/2024,último no sale nada / LD y examen 19/04/2024,,,,8/2/2024,boletín,,Único: Tipo test,19/4/2024,,,,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,Madrid,Madrid,San Sebastián de los Reyes,Ayuntamiento San Sebastián de los Reyes,1,BOE nº 118 de 18/05/2023,BOE nº 118 de 18/05/2023,5/6/2023,oposición,no,93488,M195420,,,,,https://www.ssreyes.org/procesos-abiertos,https://www.ssreyes.org/procesos-abiertos/-/asset_publisher/sYXNGwr6Kz8Y/content/id/3089520,7/6/2024,LP 06/2023,30/6/2023,web,https://www.ssreyes.org/web/servlet/abrirdoc?tipo=0&fichero=7.%2520RESOLUCION%2520ADMITIDAS%2520PROVISIONAL.pdf,,,,test,,,,,preguntas cortas,,,,,caso práctico,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Petrer,Ayuntamiento Petrer,1,BOE 23/05/2023,BOE 23/05/2023,24/05/2023-20/06/2023,concurso-oposición,si,93669,M196920,,no,,2,https://petrer.es/concurso-oposicion-1-plaza-de-trabajador-a-social-o-e-p-estabilizacion-2022/,,5/6/2024,Notas examen único 21/02/2024,19/9/2023,boletín,https://petrer.es/wp-content/uploads/2023/09/04-BOP-EDICTO_LISTA-PROV-Y-TRIB-CONCURSOS-OEPE-2022-Publicacion.pdf,1/2/2024,web,https://petrer.es/wp-content/uploads/2024/01/05-BOP-ANUNCIO_LISTA_DEFINITIVA_TRIBUNAL_FECHA-EXAMEN.pdf,Test único,21/2/2024,29/2/2024,,1,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,C. Valenciana,Valencia,Valencia,Ayuntamiento Valencia,2,boe 31/05/2023,boe 31/05/2023,01/06/2023-28/06/2023,concurso-oposición,NO,94031,M197120,,,,,https://www.valencia.es/es/cas/tramites/estabilizacion-por-concurso-oposicion,https://sede.valencia.es/sede/edictos/index/materia/PE,14/6/2024,LP y previsión examen 11/07/2024,16/4/2024,boletín,,,,,Test teórico y práctico,11/7/2024,,,,,,,,,,,,,,,,,,,,
TBS,Autonómica,Andalucía,,,SAS-Junta Andalucía,14,BOJA Extraordinario Nº 35 de 30/12/2022,,02/03/2023 - 15/03/2023,concurso-oposición,,87394,M136780,,,,27,https://www.sspa.juntadeandalucia.es/servicioandaluzdesalud/profesionales/ofertas-de-empleo/oferta-de-empleo-publico-puestos-base/oep-extraordinaria-decreto-ley-122022-centros-sas/cuadro-de-evolucion-concurso-oposicion-centros-sas/trabajadora-social,,3/6/2024,Aprobados concurso oposición /  examen 25/11/2023,29/5/2023,boletín,,19/6/2023,boletín,,,25/11/2023,,,13,NA,,,,,NA,,,,,NA,,,,,NA,0
TBS,Autonómica,C. Valenciana,,,Gobierno Valenciano,40 / 30 promo interna,DOGV 28/06/2023,DOGV 28/06/2023,29/06/2023-12/07/2023,concurso-oposición,no,94831,M198100,,si,LD y examen 16/12/2023,32,https://www.gva.es/es/inicio/atencion_ciudadano/buscadores/busc_empleo_publico/detalle_oposiciones?id_emp=93077 ,https://hisenda.gva.es/documents/90598607/371979399/1-14-09-23+Previsi%C3%B3n-calendario-ex%C3%A1menes-C.pdf/2ce88401-fc2b-0f61-9b81-5bdbe1ccd0e1?t=1694688115167,3/6/2024,2º examen 08/06/2024 / notas 1º Examen 16/12/2023 / LD/Cambio tribunal / Preivisón examen 16/12/2023 / LP/Convocatoria,,,,27/11/2023,boletín,,Test,16/12/20233,26/2/2024,,0,Caso práctio test y respuestas breves.,8/6/2024,,,,,,,,,,,,,,,
TBS,Autonómica,Madrid,Madrid,,Comunidad Madrid,120 (119+1 promo interna),BOCM 27/07/2023,BOCM 27/07/2023,27/07/2023-25/08/2023,Oposición,si,95583,M201461,,si,,,https://www.comunidad.madrid/gobierno/espacios-profesionales/asistentes-sociales-a2-2023,,24/6/2024,Convocatoria,,,,,,,Test,,,,,Desarrollo,,,,,Caso práctico,,,,,,,,,,,
TBS,Local,Andalucía,Málaga,Rincón de la Victoria,Ayuntamiento Rincón de la Victoria,1,BOP de 10/05/2023,BOE Nº 133 DE 05/06/2023,3/7/2023,oposición,si,94204,M198720,,si,,,https://www.rincondelavictoria.es/trabajador-social,,3/6/2024,Convocatoria,,,,,,,test,,,,,práctico,,,,,,,,,,,,,,,,
TBS,local,Madrid,Madrid,Móstoles,Ayuntamiento Móstoles,2+bolsa,BOCM de 21/12/20022,BOE nº 157 DE 03/07/2023,13/7/2023,concurso-oposicion,si,94928,M199720,,,,1,Oferta de Empleo Público | SEDE_ELECTRONICA (mostoles.es),https://www.mostoles.es/SEDE_ELECTRONICA/es/tramites-gestiones/oferta-empleo-publico/procesos-estabilizacion-empleo-temporal-ayuntamiento-mostol/procesos-estabilizacion-empleo-temporal-ayuntamiento-mostol/trabajador-social,9/5/2024,Resultados definitivos opo  y provisional de méritos / Plazo para méritos y NOTAS EXAMEN ÚNICO 19/02/2024,19/12/2023,,,17/1/2024,,,único,19/2/2024,28/2/2024,,1,NA,,,,,NA,,,,,NA,,,,,,
TBS,local,Galicia,Pontevedra,Gondomar,Ayuntamiento Gondomar,1,BOP de 05/05/2023,BOE nº 147 DE 21/06/2023,20/7/2023,concurso-oposición,si,94691,M200640,,,,3,https://concellodegondomar.sedelectronica.gal/board/9753e838-f59b-11de-b600-00237da12c6a/,,3/6/2024,Resultados finales 1 plaza+bolsa / Notas 2º examen 29/04/2024 / Notas 1º examen/ LD y 1º examen 16/04/2024,14/8/2023,boletín,,1/4/2024,boletín,https://concellodegondomar.sedelectronica.gal/preview-document.4,test,16/4/2024,17/4/2024,,1,práctico,29/4/2024,,,0,idiomas,,,,,,,,,,0,0
TBS,Local,Castilla y León,Burgos,Miranda de Ebro,Ayuntamiento Miranda de Ebro,6 (5 concurso y 1 concurso-opo),BOE nº 200 de 22/08/2023,BOE nº 200 de 22/08/2023,29/8/2023,concurso-oposición,si,96090,M203100,,,,,https://www.mirandadeebro.es/Miranda/Ayuntamiento/Servicios/Servicio%20de%20Atenci%F3n%20Ciudadana/Ofertas%20de%20Empleo,https://www.mirandadeebro.es/Miranda/Ayuntamiento/Servicios/Servicio%20de%20Atenci%F3n%20Ciudadana/Ofertas%20de%20Empleo/NewsModule/displayNews/6acc798325ed9b354aff165db5e778b6/d74b176c13b85701838c1a76c53e5450/,9/5/2024,LP (hay LD pero de las 5 plazas de concurso),13/10/2023,boletín,https://sede.mirandadeebro.es/sta/docs/GetDocumentServlet?CUD=14617732261351457576&HASH_CUD=89891269f95c8f643c2a911e02eb4f6ca5ebdc97&APP_CODE=STA,,,,desarrollo,,,,,práctico,,,,,,,,,,,,,,,,
TBS,Local,Castilla La Mancha,Ciudad Real,Valdepeñas,Ayuntamiento Valdepeñas,1,BOP DE 20/12/2022,BOE nº 222 DE 16/09/2023,18/9/2023,concurso-oposición,si,96774,M204920,,,,,www.valdepenas.es/transparencia/empleo-publico/,,3/6/2024,LP,21/3/2024,,,,,,teoria + práctico,,,,,,,,,,,,,,,,,,,,,
TBS,local,Canarias,Santa cruz de tenerife,San Cristobal de la Laguna,Ayuntamiento San Cristobal de la Laguna,"1 (33, 32 POR CONCURSO)",BOP de 30/12/2022,BOE nº 204 de 26/08/2023,20/9/2023,concurso-oposicion,no,96161,M205420,,,,,https://www.aytolalaguna.es/ayuntamiento/empleo-publico/CONVOCATORIA-PARA-LA-COBERTURA-DE-1-PLAZA-DE-TRABAJADOR-A-SOCIAL-PERSONAL-LABORAL-FIJO-MEDIANTE-EL-SISTEMA-DE-CONCURSO-OPOSICION/,https://www.aytolalaguna.es/ayuntamiento/empleo-publico/CONVOCATORIAS-PARA-LA-COBERTURA-DE-VARIAS-PLAZAS-DE-PERSONAL-FUNCIONARIO-A-DE-CARRERA-Y-PERSONAL-LABORAL-FIJO-PROCESO-DE-ESTABILIZACION-DE-EMPLEO-TEMPORAL-LEY-20-2021-DE-28-DE-DICIEMBRE/,11/6/2024,LP,27/10/2023,WEB,https://www.aytolalaguna.es/CDN/files/ayuntamiento/.galleries/DOCUMENTOS-Empleo-Publico/2023/Proceso-Estabilizacion/Laboral-concurso-oposicion/Trabajador-Social/ANUNCIO-LISTADO-PROVISIONAL-DE-ADMITIDOS-Y-EXCLUIDOS-Trabajador-Social-Laboral-concurso-oposicion.pdf,,,,teorico y practico,,,,,,,,,,,,,,,,0,,,,,
TBS,Local,C. Valenciana,Alicante,Elche,Ayuntamiento Elche,3,BOE 30/12/2022,BOPA 20/12/2022,27/1/2023,concurso-oposicion,no,NA,M206140,,no,,31033959,https://www.elche.es/recursos-humanos/oferta-publica-de-empleo/trabajador-a-social-c-o-2/,,10/6/2024,Pdte listas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Tarragona,Salou,Ayuntamiento Salou,2,CIDO,CIDO,8/10/2023,concurso-oposición ,si,96517,M207200,,,,,https://seu.salou.cat/siac/PublicacionTabs.aspx?tab=15&id=5046&t=SP&x=a3rI3cR7Hnl3v0GrYPNVnA,,10/6/2024,convocatoria,,,,,,,terico-práctica,,,,,,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,,Mancomunidad Servicios Sociales Marina Alta Ondara,2,BOP DE 23/12/2022,BOE nº 240 de 07/10/2023,15/10/2023,concurso-oposición,no,97833,M207780,,,,2,https://massma.sedelectronica.es/board,,5/6/2024,Resultados finales 2 plazas+bolsa / 2º examen / notas 1º EXAMEN 28/03/2024,,,,,,,Test,28/3/2024,,,1,práctico,,,,1,NA,,,,,NA,,,,,0,0
TBS,local,Canarias,Las Palmas,,Cabildo Insular de Fuerteventura,1,BOP de 09/10/2023,BOE nº 254 de 24/10/2023,23/10/2023,concurso-oposicion,si,98317,M20900,,,,,https://www.cabildofuer.es/cabildo/atencion-al-ciudadano/ofertas-de-empleo-2/,,11/6/2024,convocatoria,,,,,,,test,,,,,practico ,,,,,,,,,,,,,,,,
TBS,Local,Galicia,Lugo,Lugo,Ayuntamiento,3,BOP 05/08/2023,BOP 05/08/2023,16/10/2023-13/11/2023,oposición,si,98031,M212860,Activa,no,,,https://concellodelugo.gal/es/documentos-repositorio,https://concellodelugo.gal/es/documentos-repositorio?combine=social&field_tipo_documento_tid=514,7/5/2024,Convocatoria,,,,,,,Test,,,,,Desarrollo,,,,,Caso práctico.,,,,,,,,,,,
TBS,Local,Murcia,Murcia,Alcantarilla,Ayuntamiento,0,BORM 29/11/2023,BORM 29/11/2023,30/11/2023- 02/01/2023,concurso-oposición,si,99598,M214740,Activa,no,,,https://www.alcantarilla.es/areas/recursos-humanos/empleo-publico/bolsas-de-trabajo/,https://alcantarilla.sedelectronica.es/board/,10/6/2024,Convocatoria,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Cádiz,Zahara de la Sierra,Ayuntamiento,1,BOE Nº 271 DE 13/11/2023,BOE Nº 271 DE 13/11/2023,5/12/2023,concurso-oposición,no,99022,M214420,activa,,,1,https://www.zaharadelasierra.es/actas-capitulares/category/80-1895.html,,10/6/2024,Notas fase opo / examen 17/05/2024,10/1/2024,web,https://www.zaharadelasierra.es/images/20240110_Publicacin_ANUNCIOLISTASPROVISIONALESESTABILIZACION.pdf,15/2/2024,boletín,https://www.bopcadiz.es/export/sites/default/.boletines_pdf/2024/02_febrero/BOP032_15-02-24.pdf#page=18,Prueba Práctica,17/5/2024,29/5/2024,,0,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,Andalucía,Sevilla,Sevilla,Ayuntamiento,3,BOP de 17/12/2022,BOE nº 283 de 27/11/2023,7/12/2023,concurso-oposición,no,99480,M214720,Activa,,,,https://sede.sevilla.org/tablon-web/bandejaAnuncios.htm;jsessionid=042497C1876EE3F994B1CCA9C8BFB741?cid=32135,,20/5/2024,Plantilla Examen 16/05/2024,,,,,,,Test,16/5/2024,,,,,,,,,,,,,,,,,,,,
tbs,Local,Navarra,,Pamplona,Ayuntamiento,10,BON 21/12/2023,BON 21/12/2023,22/12/2023-22/01/2023,oposición,si,100136,M21900,Activa,,,,https://sedeelectronica.pamplona.es/FichaTramite.aspx?id=EP3000075&Idioma=1,,11/6/2024,convocatoria,,,,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Jaén,Andújar,Ayuntamiento de Andújar,5,20/12/2023-29/12/2023,web,web,oposición,si,100094,M216960,Activa,,,21,https://www.andujar.es/transparencia/empleo-municipal,,25/4/2024,PDTE. 1 PLAZA / Notas 2º examen 14/03/2024 / ANULAN FECHA 2º examen 12/03/2024 / notas 1º examen 24/02/2024,21/12/2023,web,https://www.andujar.es/fileadmin/pdfs/empleo/2023/5_trabajadores_soc_eracis/resolucion_admitidos_provisionales_eracis_5_trabajadores_sociales.pdf,15/2/2024,,,Test,24/2/2024,24/2/2024,https://www.andujar.es/fileadmin/pdfs/empleo/2023/5_trabajadores_soc_eracis/anuncio_ejercicio_primero_trabajador_social_y_fecha_segundo_ejercicio.pdf,5,Práctico,14/3/2024,18/3/2024,https://www.andujar.es/fileadmin/pdfs/empleo/2023/5_trabajadores_soc_eracis/anuncio_resultados_segundo_ejercicio_de_trabajo_social.pdf,3,NA,,,,,NA,,,,,,1 segura
TBS,Local,Andalucía,Málaga,Vélez Málaga,Ayuntamiento,0,15/12/2023-29/12/2023,Bop 14/12/2023,BOP 14/12/2023,concurso-oposición,si,100041,M217040,Activa,,,,https://www.velezmalaga.es/index.php?mod=procesosselectivos&id=136,,11/6/2024,Convocatoria,,,,,,,Unico. Test y caso,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,Écija,Ayuntamiento,1,BOE 25/12/2023,BOE 25/12/23,26/12/2023-23/01/2024,Oposicicón,si,100229,M217280,Activa,,,,https://www.ecija.es/ayuntamiento/tablon-electronico-municipal/convocatoria_para_provision_de_plaza_de_trabajadora_social_por_el_sistema_de_oposicion_libre,,3/6/2024,Convocatoria,,,,,,,Test parte general.,,,,,Test parte especial,,,,,Caso práctico,,,,,,,,,,,
TBS,Local,País Vasco,Vizcaya,Sestao,Ayuntamiento,1,BOE 04/01/2024,BOE 4/01/2024,05/01/2024-01/02/2024,concurso-oposicion,,100476,M218900,activa,,,,https://www.sestao.eus/es-ES/Ayuntamiento/informacion-institucional/empleo-publico/Paginas/concurso-oposicion-trabajador-social.aspx,,13/6/2024,LP,10/5/2024,web,https://www.sestao.eus/es-ES/Ayuntamiento/informacion-institucional/empleo-publico/Documents/20240513-plantilla-provisional-anuncio-trabajador-social.pdf,,,,Test,,,,,Idioma,,,,,,,,,,,,,,,,
TBS,Local,País Vasco,Vizcaya,IFAS,IFAS,3,BOE 10/01/2024,BOE 10/01/2024,11/01/2024-30/01/2024,concurso-oposicion,si,100603,M218280,activa,,,20,https://www.ifas.bizkaia.eus/convocatoria.asp?id=274&idPagina=KOFRJVUIHCJFMJXCLWGSJDUPOKKGNQYDLWNZ,https://www.ifas.bizkaia.eus/convocatoria.asp?Idioma=ca&idPagina=KOFRJVUIHCJFMJXCLWGSJDUPOKKGNQYDLWNZ&id=274#ancla_Clasif_adm,5/6/2024,3º examen euskera 10/06/2024 / Aprobados 1º y 2º examen 23/03/2024 ambos /  Convocatoria,,,,,,,Test teóroc ,23/3/2024,,,11,y test práctico,23/3/2024,,,7,euskera,10/6/2024,,,,NA,,,,,,
TBS,Local,Andalucía,Córdoba,Córdoba,Diputación de Córdoba,0,BOP 8/01/2024,BOP 8/01/2024,,oposición,si,100572,M218420,activa,,,,IN01/24 TRABAJADOR/A SOCIAL,,14/5/2024,Convocatoria,,,,,,,Test,,,,,Práctcio,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Torrevieja,Ayuntamiento ,2,BOE 17/01/2024,BOE 17/01/2024,18/01/2024-14/02/2024,oposición,si,100762,M219080,activa,,,,https://torrevieja.es/es/recursos-humanos/procesos-selectivos-activos/2023-69466-2-TrabajorSocial,,10/6/2024,Convocatoria,,,,,,,Test,,,,,Preguntas cortas,,,,,Caso práctico.,,,,,,,,,,,
TBS,Autonómica,Canarias,,,Gobierno,3,BOC 13/12/2023,BOC 13/12/2023,15/01/2024-09/02/2024,concurso-oposición,si,99880,M219480,activa,,,,www.gobiernodecanarias.org/administracionespublicas/funcionpublica/acceso/convocatorias-en-curso/2023/TRABAJO-SOCIAL-Turno-Libre/,,21/6/2024,Convocatoria / previsión examen 1/10/2024,,,,,,,Test parte general.,,,,,desarrollo espe´cifcia,,,,,Caso práctico.,,,,,idioma voluntario,,,,,,
TBS,Local,Andalucía,Granada,Chauchina,Ayuntamiento Chauchina,1,BOP 11/01/2024,BOP 11/01/2024,12/01/2024-25/01/2024,concurso-oposición,si,100673,M220082,activa,,,1,https://chauchina.sedelectronica.es/board,,13/5/2024,Notas defi. Práctico y provisionales de méritos / EXAMEN 26/02/2024,,,,14/2/2024,,,Unico. Test y caos práctico,26/2/2024,3/5/2024,,1,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,C. Valenciana,Alicante,Callosa de Segura,Ayuntamiento,1,Boe 22/01/2024,Boe 22/01/2024,23/01/2024-19/02/2024,oposicicón,no,100869,M220420,activa,,,,https://callosadesegura.sedelectronica.es/board/9753e838-f59b-11de-b600-00237da12c6a/,,4/3/2024,Convocatoria,,,,,,,test,,,,,Caso práctcio,,,,,,,,,,,,,,,,
